date,Distance,Angle,OT
1,9.258683542769527,5.329645548477143,176
2,9.24996308672956,5.521346663205349,176
3,9.230304926165807,5.720264678815842,176
4,9.223331337683142,5.97438684445824,176
5,9.133077140131048,6.475415787028794,178
6,9.101052755835251,6.498299224937155,178
7,9.090576281600846,6.505820551711457,178
8,9.080685606802554,6.576447545984087,178
9,9.060945913842307,6.718163467596961,177
10,9.063307390438414,6.8437300133365175,176
11,9.054692522239433,6.977754474654834,175
12,9.045463658448874,7.048729164545433,177
13,9.047867721876944,7.110658347399475,177
14,9.620513315252714,11.147584930659951,177
15,9.66923098037085,11.271911629106317,177
16,9.680113251598119,11.259074111669792,177
17,9.70318184940203,11.231957817902181,177
18,9.72774377836833,10.723274629949533,178
19,9.721367121321261,10.850389570376619,178
20,9.743452338168153,11.484806306920156,178
21,9.758312595556504,11.586926329448,178
22,9.76438245423625,11.759374223275294,178
23,9.781914309120316,11.977399522988263,178
24,9.796170999448439,12.079308429104517,178
25,9.823422339491573,12.224271896438044,178
26,9.852178134075055,12.426137200997523,178
27,9.86809639255503,12.584183688354138,178
28,9.897837066388922,12.783076762533922,178
29,9.92575415801707,12.983360081684282,179
30,9.954566114658052,13.181473701794756,171
31,9.977275026571256,13.209912975014708,169
32,10.014271432400884,13.277775027847538,169
33,10.030862571419076,13.431525604713915,168
34,10.051907125556822,13.402880538399737,171
35,10.108957192105175,13.442364095783242,182
36,10.128761801319625,13.357441590956471,183
37,10.162539481272068,13.60208237091014,184
38,9.641304475208726,14.046290915847232,176
39,9.619223257928983,13.772360829852692,176
40,9.607442744345756,13.48274828454627,176
41,9.600492491840296,13.308642206657808,176
42,9.595075607529447,13.132272660119806,176
43,9.578987850663232,12.970514835931727,176
44,9.575279710548756,12.852845443320415,176
45,9.570500722436638,12.982217973832165,176
46,9.544417998462064,12.895119895635224,176
47,9.521376984482322,12.865131858963439,176
48,9.514435432458502,12.936459638104417,176
49,9.500005580928665,12.83270771756761,176
50,9.47924598183409,12.861292596436867,176
51,9.471535162199192,12.934002371078115,177
52,9.468373851018281,13.124733119276549,177
53,9.473812057327587,13.241292800169083,177
54,9.469956681644327,13.433323104365293,177
55,9.462404917594196,13.506510211019645,177
56,9.458697904390814,13.698874761402555,177
57,9.427916636420573,13.807049282604286,177
58,9.302592012151868,14.887244185202864,177
59,8.914681086340087,17.15867468400926,178
60,9.424481266820633,20.75644115618498,172
61,9.916167180448921,24.042582296376448,178
62,10.48033860119249,28.308662319537405,174
63,10.547427063162557,28.544531707936883,175
64,10.751549655990317,30.581526700102796,178
65,10.915026929581625,32.22258990640282,178
66,11.212142314479165,34.868970798903995,174
67,11.263816654154859,35.05802057599014,170
68,11.286470862910225,34.72991104592266,167
69,11.310395566017894,34.39999821658215,162
70,11.174971891865487,34.68950698096484,165
71,11.147133156372874,34.78860772357234,166
72,11.138182080832376,34.695376349587264,165
73,11.173707410139814,34.569357346359304,166
74,11.19056065821759,34.509920012765065,166
75,11.12052845206874,34.19586252977943,171
76,11.127588353616334,33.92259628645625,172
77,11.219915490570163,34.22143978411673,172
78,11.205843203488413,34.51824550888975,174
79,11.175193886125152,34.439679226766266,174
80,11.251429323032303,34.60585407016002,175
81,11.24272411846381,35.07119337822532,174
82,11.181304157441584,35.29245429754514,171
83,11.132300164152783,34.716337464078734,172
84,11.137710678048984,34.509558544355286,174
85,11.126361893465699,34.1132325217546,174
86,10.989414372170348,33.403366455004615,176
87,10.908986186318613,32.92826286365604,180
88,10.951515028283259,33.158451099422194,180
89,11.106815363155528,33.74617829359726,179
90,11.243339299846285,34.26352253211011,176
91,11.249178052308748,34.799636897136786,175
92,11.24183670189948,35.012117155796425,171
93,11.266739296230696,35.29644087779873,171
94,11.246847197113523,35.5558531712492,171
95,11.206287158341972,35.264684572173906,171
96,11.134086649827166,34.5223813346479,171
97,11.042969486109556,33.406575445453505,176
98,11.024188466836343,32.97395538305299,176
99,11.065702848728078,33.205124180303166,177
100,11.099718783427523,33.770654922902644,177
101,11.117309751802777,34.02038822844218,176
102,11.11853472222077,34.202843966826904,175
103,11.142838685820468,34.36675261565388,173
104,11.110888790497398,34.042742052620056,173
105,10.737955178464565,31.37138535700397,176
106,10.543367996932188,29.488744339092992,178
107,10.312943784822568,27.237327516177263,177
108,10.088591646742076,24.664434069804614,177
109,9.807357334034391,21.849482892282168,177
110,9.624120268962065,18.66469386251299,176
111,9.51536419663127,16.42145651442299,180
112,9.524015546212684,15.65499383380844,180
113,9.485833967874125,15.34348881668115,180
114,9.477160384393446,15.169875201886764,180
115,9.455291853518432,14.954775920966636,181
116,9.418533996066314,14.636942481087768,181
117,9.406989290798581,14.403627731662331,181
118,9.349987049215445,14.113918245502678,180
119,9.315631927866836,13.850102577456894,179
120,9.290671244515375,13.507204096766548,179
121,9.257579076006804,13.174724260539161,179
122,9.229990594886779,13.023598015910757,170
123,9.198047368047845,12.75009285270243,178
124,9.166330637265533,12.474666368814212,178
125,9.139942269985326,12.318700532166686,178
126,9.109828769405649,12.102642327321977,178
127,9.24779884515963,13.443580708735926,180
128,9.279091032225734,13.524380949857589,180
129,9.29346723713495,13.566476189736669,180
130,9.322257904313558,13.650242311197243,180
131,9.358074529819442,13.659992510231348,180
132,9.382196642693142,13.624193773530385,180
133,9.403066754527966,13.468028580815226,180
134,9.421771725892844,13.50332134797128,180
135,9.45073431365158,13.585868586882544,180
136,9.455149088557846,13.579403571277746,180
137,9.478681623090027,13.482878738644006,180
138,9.505426943354369,13.506212369332237,180
139,9.546859265686914,13.693449398487328,180
140,9.574476160209443,13.77638248599143,180
141,9.50375494262032,15.00154301557385,181
142,9.629468099644544,23.11295258103772,179
143,10.246646487869931,28.37741621752064,177
144,10.552462168092514,27.97490773473387,177
145,10.609779983471771,28.177577484022574,177
146,10.624515845886977,28.502572360465447,178
147,10.618228295007782,28.82851074515741,178
148,10.555182209150903,28.645267694444005,178
149,10.522360010257911,28.742938674851633,179
150,10.4974088273321,28.5687714920685,178
151,10.588092175200611,29.042025330807263,178
152,10.96119845036918,32.31767486144181,176
153,11.161624731023654,34.238714351110744,174
154,11.366839130490437,35.55724808086986,177
155,11.85382119254879,38.752572611158506,181
156,11.84407484479121,38.79042641233092,180
157,11.814392832171828,38.719500230267165,180
158,11.805844369172252,38.690563962982374,180
159,11.754744407977947,38.453300597112445,182
160,11.659117905501708,38.38723910958125,181
161,11.592092330048006,38.58691036102767,181
162,11.455667680266885,38.875993299677546,181
163,11.31986026289531,38.78007989471313,181
164,11.334905190110732,38.719004405162906,180
165,11.373286677570771,38.24273247066689,177
166,11.602494391105965,37.35603477954945,173
167,11.874566658768963,36.30059897348987,169
168,12.23939090866804,34.941580406247546,167
169,12.611390879023189,33.823723098652756,167
170,12.763169754611397,33.745480059707326,165
171,12.668925355834704,33.976147032750966,170
172,12.605368295760128,34.171053920755135,170
173,12.643477449778336,34.16336100900475,171
174,12.730401604529701,34.11543989742618,173
175,12.544709287993989,34.69196660935515,175
176,12.217406592616177,35.58827514040053,177
177,11.937795322823838,36.31588936831678,180
178,11.749427878771698,36.75017197686545,180
179,11.681029125710461,36.87837476906715,180
180,11.634808418664264,36.680015935597304,180
181,11.732931130676443,36.142316296922935,179
182,12.036487036789124,35.09393029694732,174
183,12.496716107865936,33.84487710895032,168
184,12.859838233335944,33.032040563552854,164
185,12.961673176286407,32.63479041160123,164
186,12.950723618601952,32.45584912209556,164
187,12.926327690965985,32.157406186898655,163
188,12.807277246194419,32.38684833694801,167
189,12.675151394479029,32.49810333027224,163
190,12.628064648639,32.5804397122304,162
191,12.739041149841839,32.102610257031614,162
192,12.877315892592316,31.769765179203834,164
193,12.9007319453987,31.496802205377648,164
194,12.880076961838201,31.396642947992685,165
195,12.889078928636037,31.216158681986013,167
196,12.896280871697163,30.2664043193282,173
197,12.809563315819581,30.23382204230052,173
198,12.413700569714376,31.14264634569973,173
199,11.822914618953234,32.31374839901359,173
200,11.380916114021016,33.4303067293795,173
201,11.108292569059683,34.2387575243925,173
202,10.953326441484549,35.560233433481585,171
203,10.926036521733613,35.53361969091009,170
204,11.171446209510584,35.45407598437307,170
205,11.548539775889656,35.03652787938244,171
206,11.859362885853823,34.399129253426025,170
207,12.094804331284697,33.46836406833864,170
208,12.203630109833263,33.01918501416029,170
209,12.367338698281436,32.41782652583021,170
210,11.590541835873715,34.410343108056445,169
211,11.465394955513045,33.27152406611519,170
212,11.534551211616611,32.33812087786442,172
213,11.682327279853874,31.47699876611031,172
214,11.843752211475508,31.056548302904307,172
215,11.979758776375247,30.721244573441762,174
216,11.900981872214782,30.610668874916115,175
217,11.758278333258469,30.512570724063806,177
218,11.686347095592557,30.6066379574794,178
219,11.661398664429425,30.622065348174928,177
220,11.635314958161489,30.984890987600277,177
221,11.565615344830098,31.19246461005599,177
222,11.631146031116703,31.16978264282125,174
223,11.731459817061328,30.87388632985797,169
224,11.93579979775366,30.122575411483265,170
225,12.129442289782284,29.37620711924107,170
226,12.219550944692433,28.81705108695754,170
227,12.377449594129121,28.78477805384906,171
228,12.520975086896133,28.998487045805476,174
229,12.627491487431437,28.886296565107184,176
230,12.42986244034515,25.85191318817147,174
231,12.513861530380675,26.327932238096796,174
232,13.116077102142178,30.617122622338396,174
233,13.110346671821645,30.83531897395919,174
234,12.83836482508749,29.38769897206994,174
235,12.586346323441054,27.183659716339285,174
236,12.366718812727573,24.91618527403371,168
237,12.266942092598615,24.463982445924575,167
238,12.475521804189468,25.750350395940025,168
239,12.740383557190235,28.299664819557126,173
240,12.706315719591487,28.484967892670227,173
241,12.086901447048826,30.971167309417943,177
242,12.024344854170923,32.04534352100227,178
243,11.925020071859699,32.629362429719166,180
244,11.766892788998446,32.71765036614075,188
245,11.762684620762284,32.49950423632309,189
246,11.874921904625255,31.98435599828388,190
247,12.083817033151215,31.09061871998373,190
248,12.125946522711587,30.42115726696142,189
249,12.094016400924843,29.79775490125105,189
250,11.85327576316141,30.522486540782058,188
251,11.442370938489132,31.625629648297224,186
252,11.630001142746938,30.943154841828964,186
253,11.808977864735066,30.705699195251206,186
254,11.544395559271301,31.780228186788207,186
255,11.155851610020246,33.45488378196909,179
256,11.088991275538936,34.49452171750338,173
257,11.134236814294034,34.02367582055075,168
258,10.82252742090458,35.210013298120124,165
259,10.483151029153385,37.21301195862112,173
260,10.211098483540303,39.24553365205007,181
261,9.804776940092385,41.21317936309836,182
262,9.640972709729155,42.07145422657722,181
263,9.889509137521726,40.32709876559082,179
264,10.133301476316747,39.60580143727418,173
265,10.311699253665363,39.43488178651919,170
266,10.350080424823012,39.54692976616001,170
267,10.358024925017236,39.9421844100688,175
268,10.52219161840345,39.83291588487591,176
269,10.847551453434564,38.819541438187954,175
270,14.355949016950948,28.636027045667102,174
271,14.905696277377306,26.797228052751777,175
272,15.101288071018718,26.04235184446941,175
273,15.163160006868141,26.01222681824596,175
274,15.118170453822538,26.348939881357847,175
275,14.948069934636582,26.972980058141008,175
276,14.849277961441524,27.42766814363898,175
277,14.763343636539357,27.688503824685398,173
278,14.814093659600418,27.454717751328875,171
279,14.901005810816184,27.454411725617067,171
280,14.871294728340816,27.16691862274528,169
281,14.756063794864277,26.308720087049355,169
282,14.614999315220288,25.361439284076322,169
283,14.448415400902249,23.148942680717525,164
284,14.234140022982489,20.866143072893585,165
285,13.987103542356158,18.68076906861368,166
286,13.858104127775853,16.73336095685359,166
287,13.732547153892105,14.033525859956184,164
288,13.650694665852058,12.136751896705468,170
289,13.519271347007844,8.893257923928706,171
290,13.503635246122498,8.774819592199076,169
291,13.50236258662507,8.689790013141634,167
292,13.514146067115641,8.55351139696082,167
293,13.526363322657641,8.374429458687993,167
294,13.54307377137212,8.321263584840574,167
295,13.568033597084039,8.263173685592964,167
296,13.573841649605157,8.131675328699133,167
297,13.574030481699136,7.961043273007671,167
298,13.574611640106939,7.918083698210277,167
299,13.593064544240697,7.907265899766633,167
300,13.590310146212866,7.696112384265623,167
301,13.598160692476807,7.4791076445827125,167
302,13.589381721392419,7.398926355025225,167
303,13.581785433797515,7.147918595116273,167
304,13.581850912832952,6.935353061505026,167
305,7.990495780047621,-1.2190754788798581,182
306,8.03148919364654,-1.4269259756569799,182
307,8.057427934247553,-1.422331422629298,182
308,8.077950930068864,-1.489668541866473,182
309,8.09913076986201,-1.6980835023324963,182
310,8.109940276324014,-2.0492529618400974,182
311,8.137762392380754,-2.605968114773574,182
312,8.146207239472481,-2.8849252119960753,182
313,8.180622270227843,-2.8727784282622126,182
314,8.197292285559804,-2.726972732859697,183
315,8.215266115322656,-2.511554396335112,183
316,8.23043207524312,-2.3675682871685355,183
317,8.256279501929487,-2.2212478353055114,183
318,8.273678930090316,-2.147273331467027,183
319,8.284522685674133,-1.7984559593852303,183
320,8.306956876908021,-1.6555883259396815,183
321,8.323718534835203,-1.3768195984846503,183
322,8.342024020956385,-1.030305127640293,183
323,8.361072432232246,-0.8908846966287439,183
324,8.369559393479417,-0.6845897152729226,183
325,8.3762465008957,-0.5472298420206133,183
326,8.386671411515426,-0.4099094775873497,183
327,8.3971184599561,-0.13646546480899063,183
328,8.402454397093603,-0.1363788029262988,183
329,8.404301058513624,0.06817437004450734,183
330,8.386626911240503,0.06831804215960291,183
331,8.379914963916356,0.34186575716247425,183
332,8.362621601386772,0.6166391295602778,183
333,8.35392592762506,0.6858709117784467,183
334,8.346683208487766,1.3043670426162957,182
335,8.31844351243095,1.3776928572634977,182
336,8.304457843527604,1.4490285391273614,182
337,8.286841303859847,1.4521096081262626,182
338,8.251904154725496,1.5277159040312902,182
339,8.234596942445172,1.6005329012510534,182
340,8.132862072911328,1.4091363033752766,182
341,8.109136489530933,1.2012371637573602,182
342,8.095324105721602,1.3448748523455405,182
343,8.086538585236118,1.3463362439401376,182
344,8.08873883591358,1.345969954163218,182
345,8.091772277342072,1.5579559716265323,182
346,8.088044599196412,1.4169461974612938,182
347,8.114266952856104,1.6242742127735108,182
348,8.126348300386969,1.8334736409593433,182
349,8.144209852895791,2.0406263664767237,182
350,8.100471556539825,3.18455295089494,182
351,7.953234722693077,7.949978495498272,180
352,8.06230755958874,12.609190742706195,180
353,8.398492952507366,17.032235709811555,177
354,8.68604141664435,20.205099640963056,177
355,9.041380483376129,25.272631129130346,180
356,9.021320617721928,25.68465210332056,182
357,9.00734296831569,25.586285181942916,184
358,8.933979073246283,24.747900266196357,184
359,8.865875528434215,23.533409669168652,182
360,8.796460494782012,22.526372286658404,176
361,8.738828808864861,21.76243841136883,167
362,8.690771385304894,20.897682511542342,167
363,8.579658040905786,20.039689618465268,168
364,8.526814656550968,19.31256679896593,171
365,8.53721649242833,18.720247457678582,174
366,8.8907973070387,23.885679547282905,179
367,8.754389230090785,22.14511915942981,181
368,8.789046232486088,21.842350028617943,180
369,8.744233943866286,21.536819232376786,179
370,8.698092082597286,21.727713439800652,179
371,8.71312264865545,21.90079167561802,179
372,8.804562763463661,21.24226068919776,179
373,8.892450171863702,20.5398907071732,177
374,8.933226993105084,20.510394512886048,176
375,8.952009466667763,20.397130187464207,176
376,8.936390211295667,20.22924625703208,176
377,8.913522017438035,20.420543958697962,176
378,8.888435872000413,20.411965225747014,176
379,8.857731555215247,20.003286144404864,176
380,8.844341703512265,19.552913163624343,176
381,8.865868975095868,19.16107664255687,176
382,8.866758686513469,18.885673909649086,175
383,8.850349653535437,18.580182713355637,174
384,8.834545205602542,18.27281144101108,174
385,8.808429637771278,18.05503529525598,174
386,8.813652599197216,17.77069666949312,173
387,8.800906493295596,17.660597451438186,173
388,8.762569467371812,17.534588745554082,173
389,8.983570642975774,17.156513848827736,173
390,9.363608533397988,15.421811974819004,168
391,9.321291129126564,14.538955077592275,170
392,9.348659295735798,14.052777147612723,171
393,9.430907742659445,14.303605653711257,171
394,9.378303162193687,14.259453915305006,171
395,9.310613257467592,13.921108831377882,172
396,9.224145780068879,13.54258578280218,172
397,9.228691504958517,13.280491777583403,172
398,9.275826855147532,13.275237748361269,172
399,9.280734151596262,13.014503995772586,172
400,9.298484096222879,12.610093215346696,172
401,9.33614472901851,11.993138515838911,172
402,9.329934441712274,11.374127939829316,173
403,9.858498302565508,9.75276100525489,175
404,9.90742430502317,9.528165678942454,176
405,9.931787378516134,8.16176533270678,176
406,9.949214495195596,7.6822337307719275,177
407,9.956704650305158,7.5022592989336925,177
408,9.970247578239446,7.202297434812022,177
409,9.998408863227482,6.893204703845493,178
410,10.249484246998755,6.836146343433295,175
411,10.541302862498759,6.919717014364892,175
412,10.60813231955548,6.658352237550247,174
413,10.607326888217097,6.876437413206153,174
414,10.6197638256928,7.412084544786197,174
415,10.638938006819634,7.724614998681041,174
416,10.670182987058348,8.461163334234328,174
417,10.684206918900841,9.04681519380486,175
418,10.702279076992092,9.35680782588098,175
419,10.71874189349945,9.23398001428395,175
420,10.749069030801884,9.369734324833557,175
421,10.732084749533891,9.384696526284442,175
422,11.655637252591662,8.28726531656307,175
423,11.626427436880247,8.059294485601795,175
424,11.624403878969428,8.309689430887547,173
425,11.62968786814778,8.505094433684663,173
426,11.652615153339207,8.687146201243067,173
427,11.646949279177115,8.591887523965736,173
