date,Distance,OT
273,15.163160006868141,175
274,15.118170453822538,175
275,14.948069934636582,175
276,14.849277961441524,175
277,14.763343636539357,173
278,14.814093659600418,171
279,14.901005810816184,171
280,14.871294728340816,169
281,14.756063794864277,169
282,14.614999315220288,169
283,14.448415400902249,164
284,14.234140022982489,165
285,13.987103542356158,166
286,13.858104127775853,166
287,13.732547153892105,164
288,13.650694665852058,170
289,13.519271347007844,171
290,13.503635246122498,169
291,13.50236258662507,167
292,13.514146067115641,167
293,13.526363322657641,167
294,13.54307377137212,167
295,13.568033597084039,167
296,13.573841649605157,167
297,13.574030481699136,167
298,13.574611640106939,167
299,13.593064544240697,167
300,13.590310146212866,167
301,13.598160692476807,167
302,13.589381721392419,167
303,13.581785433797515,167
304,13.581850912832952,167
305,7.990495780047621,182
306,8.03148919364654,182
307,8.057427934247553,182
308,8.077950930068864,182
309,8.09913076986201,182
310,8.109940276324014,182
311,8.137762392380754,182
312,8.146207239472481,182
313,8.180622270227843,182
314,8.197292285559804,183
315,8.215266115322656,183
316,8.23043207524312,183
317,8.256279501929487,183
318,8.273678930090316,183
319,8.284522685674133,183
320,8.306956876908021,183
321,8.323718534835203,183
322,8.342024020956385,183
323,8.361072432232246,183
324,8.369559393479417,183
325,8.3762465008957,183
326,8.386671411515426,183
327,8.3971184599561,183
328,8.402454397093603,183
329,8.404301058513624,183
330,8.386626911240503,183
331,8.379914963916356,183
332,8.362621601386772,183
333,8.35392592762506,183
334,8.346683208487766,182
335,8.31844351243095,182
336,8.304457843527604,182
337,8.286841303859847,182
338,8.251904154725496,182
339,8.234596942445172,182
340,8.132862072911328,182
341,8.109136489530933,182
342,8.095324105721602,182
343,8.086538585236118,182
344,8.08873883591358,182
345,8.091772277342072,182
346,8.088044599196412,182
347,8.114266952856104,182
348,8.126348300386969,182
349,8.144209852895791,182
350,8.100471556539825,182
351,7.953234722693077,180
352,8.06230755958874,180
353,8.398492952507366,177
354,8.68604141664435,177
355,9.041380483376129,180
356,9.021320617721928,182
357,9.00734296831569,184
358,8.933979073246283,184
359,8.865875528434215,182
360,8.796460494782012,176
361,8.738828808864861,167
362,8.690771385304894,167
363,8.579658040905786,168
364,8.526814656550968,171
365,8.53721649242833,174
366,8.8907973070387,179
367,8.754389230090785,181
368,8.789046232486088,180
369,8.744233943866286,179
370,8.698092082597286,179
371,8.71312264865545,179
372,8.804562763463661,179
373,8.892450171863702,177
374,8.933226993105084,176
375,8.952009466667763,176
376,8.936390211295667,176
377,8.913522017438035,176
378,8.888435872000413,176
379,8.857731555215247,176
380,8.844341703512265,176
381,8.865868975095868,176
382,8.866758686513469,175
383,8.850349653535437,174
384,8.834545205602542,174
385,8.808429637771278,174
386,8.813652599197216,173
387,8.800906493295596,173
388,8.762569467371812,173
389,8.983570642975774,173
390,9.363608533397988,168
391,9.321291129126564,170
392,9.348659295735798,171
393,9.430907742659445,171
394,9.378303162193687,171
395,9.310613257467592,172
396,9.224145780068879,172
397,9.228691504958517,172
398,9.275826855147532,172
399,9.280734151596262,172
400,9.298484096222879,172
401,9.33614472901851,172
402,9.329934441712274,173
403,9.858498302565508,175
404,9.90742430502317,176
405,9.931787378516134,176
406,9.949214495195596,177
407,9.956704650305158,177
408,9.970247578239446,177
409,9.998408863227482,178
410,10.249484246998755,175
411,10.541302862498759,175
412,10.60813231955548,174
413,10.607326888217097,174
414,10.6197638256928,174
415,10.638938006819634,174
416,10.670182987058348,174
417,10.684206918900841,175
418,10.702279076992092,175
419,10.71874189349945,175
420,10.749069030801884,175
421,10.732084749533891,175
422,11.655637252591662,175
423,11.626427436880247,175
424,11.624403878969428,173
425,11.62968786814778,173
426,11.652615153339207,173
427,11.646949279177115,173
428,11.981314421964184,173
429,12.710341312050689,170
430,12.943776703565579,166
431,12.92258886452417,166
432,12.943021685598323,165
433,12.940801916801062,164
434,12.932923364404509,164
435,12.929773890512312,164
436,12.910456790801646,164
437,12.900849835419335,163
438,12.92717497598659,163
439,13.104638950784947,163
440,13.601703569984501,163
441,14.160015915780871,162
442,14.271728748422754,162
443,14.323021791413673,163
444,14.30448459235608,163
445,14.303883750365854,163
446,14.39629499912135,161
447,14.437338304207602,159
448,14.433654051166002,158
449,14.614225097556536,164
450,14.955424402715662,162
451,15.186303489343114,163
452,15.159252141696923,163
453,15.143411790717646,166
454,15.17927388343873,164
455,15.22222523019382,163
456,15.227215361686051,163
457,15.198387856007974,164
458,15.431652191241662,164
459,16.03711362643224,164
460,16.723160664960442,165
461,16.89122146346376,163
462,16.944206447377503,163
463,17.07228151179711,164
464,17.56608773061535,164
465,17.753826245427792,166
466,17.78025501577591,166
467,17.787504501990377,166
468,17.789962962345477,166
469,17.823777423502307,166
470,17.819905578399066,166
471,17.899676157852596,166
472,18.455658559989214,166
473,19.474322895191158,166
474,19.858356220562698,163
475,19.940887063840815,163
476,20.000799586252192,163
477,20.016390996638496,162
478,20.03812842348147,162
479,20.00360203859133,164
480,20.04645987548599,163
481,20.51228933203834,163
482,21.394796147173576,161
483,22.07292247623401,157
484,22.2072886188429,158
485,22.203361265678673,158
486,22.253871298355858,158
487,22.30349620161024,158
488,22.34814440187198,158
489,22.356039563075345,160
490,22.32998922947332,158
491,22.3942853272389,158
492,23.454152403971566,160
493,25.754264612756867,149
494,25.80560623708592,148
495,25.85827658973032,147
496,25.90767281191657,150
497,25.878018049028558,143
498,25.80411743364048,144
499,26.00391485197694,146
500,27.065889582750945,146
501,27.993090280407944,147
502,29.120928536397184,150
503,29.491831352957487,151
504,29.607790724055324,156
505,29.620042830273167,155
506,29.662701100707512,155
507,29.666858808850115,156
508,29.63417336255829,153
509,29.638059029825865,150
510,29.62936703371205,148
511,29.616134500261655,147
512,29.594644400076223,148
513,29.517717275942623,151
514,29.26117654568933,146
515,28.86833435367546,153
516,28.318469365883118,150
517,27.78741616490746,144
518,26.987167139541334,148
519,26.14373024519279,149
520,25.084618367584326,148
521,23.793769195405787,151
522,22.940076963295716,153
523,22.472132932291817,151
524,22.141494496606356,156
525,21.801439787378914,159
526,21.31334747349792,159
527,20.377092847950802,159
528,19.464010890993528,160
529,18.23866044641342,163
530,16.937129251419698,169
531,15.879442485479183,170
532,14.292465228490196,169
533,13.245067017528571,166
534,11.729988408816592,170
535,10.719346459263477,176
536,9.284086487454386,177
537,8.32006411973356,172
538,7.051133606685209,181
539,6.096765853738767,187
540,5.434284745826059,195
541,4.938638235444363,198
542,4.784652496248217,198
543,5.00136843654441,191
544,5.7305406606445475,191
545,6.681116299965856,187
546,7.586189915979621,173
547,7.790340152987007,182
548,7.61701615154937,183
549,7.354252843094624,183
550,7.333964163086139,185
551,7.544367622160342,187
552,8.218310356205446,186
553,8.881496215336457,181
554,9.621730855292594,174
555,10.304467985028147,159
556,10.779988713740718,159
557,10.990457207207971,166
558,11.206779702698055,158
559,11.354578158320221,163
560,11.586409922717822,158
561,11.75578505197975,160
562,11.79000380482391,161
563,11.801703694362157,164
564,11.791531964079327,171
565,11.938416333330464,173
566,11.913058995694751,174
567,11.873190347939692,174
568,11.88724184829814,173
569,11.828050464818997,175
570,11.713888689773514,173
571,11.913622498019365,171
572,12.658254448153784,171
573,13.144179228146937,168
574,13.584779673160893,168
575,13.825148784825677,168
576,14.253339513634863,168
577,14.69221304007479,166
578,14.79770222781437,165
579,14.726713343504105,170
580,14.713294095393685,175
581,14.741330988480534,176
582,14.721837585088492,176
583,14.786208068752341,161
584,14.45732440906546,164
585,14.102671079922294,166
586,13.874360550323345,169
587,13.801464877269156,153
588,13.889009425051386,167
589,13.800000065087755,167
590,13.284982744174012,147
591,12.498465427486193,158
592,11.572157248626842,164
593,10.751907922511661,167
594,9.41483141178878,176
595,9.739387563141838,169
596,9.395418238531235,169
597,8.751292754090448,173
598,7.920065434333783,188
599,7.772937909324751,188
600,7.849159747096771,186
601,7.982607461807062,172
602,8.26665339138604,180
603,8.417487058250812,183
604,8.174193929040305,187
605,7.7865134833336285,187
606,7.7019615217414525,187
607,7.76197858439656,187
608,7.78519811831116,187
609,7.78769627603921,187
610,7.611157596907075,188
611,7.552417217528807,188
612,7.42544791673825,188
613,7.4382004996387385,188
614,7.267607944823231,188
615,6.839519606089755,188
616,6.5719574104203256,188
617,6.506009918902691,188
618,6.50630591118949,188
619,6.585654764092012,188
620,6.725047299871567,185
621,6.761007908230856,185
622,6.80155980775035,183
623,6.952403181726557,181
624,7.240050714397088,184
625,7.550986432001792,184
626,8.026334693933167,176
627,8.478191571630525,169
628,8.818535524404213,168
629,8.927257618312924,169
630,9.022632731449127,172
631,9.110086243886219,174
632,9.1717152308909,183
633,8.864110470916723,187
634,8.732662700931005,187
635,8.832231955080715,180
636,8.820017516858925,174
637,9.002283662742258,165
638,9.35160715825341,161
639,9.396179678852835,161
640,9.467969207039307,167
641,9.39493747070532,170
642,10.193939550414399,170
643,11.089439763970748,170
644,12.420557997410556,169
645,13.618312764354496,169
646,14.86651668316967,169
647,15.983870105577058,169
648,17.53420432305279,166
649,17.731699766360798,166
650,17.71129931689088,166
651,17.6300299768843,166
652,17.474860904858662,164
653,16.9888955120996,164
654,16.866683088870342,166
655,16.798684845304315,166
656,17.16762628975102,166
657,16.885600631764678,166
658,16.237978740574334,167
659,15.654271843292602,165
660,14.945169439591028,172
661,14.137583795754738,173
662,13.008525196223427,176
663,11.885679722557281,178
664,10.685258099345619,180
665,8.545065606808235,188
666,7.229040564664334,189
667,6.383663178749221,194
668,7.140053484960917,186
669,8.44022277677799,166
670,8.915799941647109,163
671,9.340159977998642,165
672,9.494507853621135,160
673,9.847599036588273,165
674,10.224288858176209,167
675,10.617627908938639,171
676,10.578949066086055,173
677,10.453793635547004,173
678,10.228804689523956,173
679,9.955624435129819,173
680,9.592012046024726,173
681,9.237464900776374,170
682,9.077983216101241,168
683,8.993494872822048,168
684,8.871353706049714,172
685,8.857253079386163,172
686,8.834792579840796,172
687,8.881726785119938,172
688,8.901452503598968,172
689,8.899132983183621,172
690,8.914511899899997,172
691,8.939019668595918,172
692,8.96408322301019,172
693,8.962522219953534,172
694,8.964686823673592,171
